,peak_velocity,start_timestamp,end_x,eye,start_x,start_y,duration,length,end_y,end_timestamp
388,145,13874186,841.6,L,922.8,546.2,24,1.81,509.8,13874209
389,223,13874462,962.8,L,847.9,464.5,30,3.12,565,13874491
390,1319,13874538,874.9,L,962.7,569.5,154,1.79,576,13874691
391,144,13874834,957.5,L,878.8,570.6,21,1.6,565.4,13874854
392,57,13875294,941.8,L,958.4,571.5,18,0.35,566.4,13875311
393,129,13876119,891.2,L,959.6,574.1,22,1.64,531.6,13876140
394,49,13876407,870,L,886.3,541.2,13,0.53,520.9,13876419
395,41,13876643,857.4,L,869.2,520.4,9,0.35,508.3,13876651
396,110,13876965,878.4,L,864.5,505.6,19,1.27,565.7,13876983
397,381,13877220,1287.6,L,871.9,558.7,43,9.88,821.2,13877262
398,330,13877497,1715.5,L,1291.9,833.5,43,8.16,866.9,13877539
399,575,13877735,828.8,L,1713.4,867.1,56,17.06,877.5,13877790
400,500,13877988,246.4,L,852.9,877.1,55,11.79,942.6,13878042
401,252,13878237,433.1,L,247.4,950.8,27,3.55,927.8,13878263
402,447,13878374,913,L,451.3,925.2,51,12.34,511.1,13878424
403,327,13878751,1069.8,L,911.1,506.2,44,7.15,821.6,13878794
404,189,13879054,1175,L,1068.8,828.4,21,2.18,853.6,13879074
405,219,13879694,1087.1,L,1184.6,840.1,35,1.97,856.3,13879728
406,147,13880328,1172,L,1084.6,860,22,1.74,862.6,13880349
407,110,13880694,1236.2,L,1165.6,858.8,22,1.42,847.7,13880715
408,176,13880919,1349.3,L,1232.4,848.8,25,2.31,844.4,13880943
409,222,13881227,1192.2,L,1332.6,839.6,31,3.44,738.5,13881257
410,903,13881574,863.5,L,1193.7,748.2,138,9.22,435.8,13881711
411,172,13882884,955.6,L,913.7,416.8,27,2.45,527.9,13882910
412,171,13884202,869.6,L,965.1,536.7,25,2.33,474.9,13884226
413,183,13884412,1085.5,L,871,476.8,38,4.37,486.8,13884449
414,81,13884641,1135.6,L,1093.8,502,14,0.92,485.5,13884654
415,480,13884895,325.9,L,1152.2,496.1,64,18.33,927.3,13884958
416,170,13885157,456.4,L,338.9,918.3,24,2.25,925.2,13885180
417,428,13885433,1138.5,L,477.9,939.6,52,13,883.6,13885484
418,287,13885815,941.4,L,1129.9,874,28,3.76,884.2,13885842
419,208,13886102,1066.7,L,932.8,884.6,26,2.67,889.5,13886127
420,229,13886397,1211.5,L,1062.5,887.7,26,2.96,886.5,13886422
421,155,13887030,1315.5,L,1214.1,879.4,24,2.02,865.7,13887053
422,172,13887359,1524.2,L,1313,857.2,35,4.11,857.8,13887393
423,140,13887791,1616,L,1523.8,859.8,22,1.76,864,13887812
424,93,13888324,1668.6,L,1611.5,849,18,1.1,859.3,13888341
425,452,13889664,917.7,L,1665.4,849.3,65,17.18,403.1,13889728
426,226,13889978,954.7,L,936.4,414,29,3.44,579.5,13890006
427,118,13890847,924.9,L,973.7,580.3,21,1.1,556.9,13890867
428,105,13891874,940.7,L,951.8,546.1,30,0.23,544.7,13891903
429,111,13892164,869.5,L,924.5,551.5,21,1.44,507.3,13892184
430,253,13892366,1121.7,L,877.8,514.3,36,5.1,457.5,13892401
431,369,13892712,829.3,L,1146.7,474.9,35,6.46,471.6,13892746
432,134,13892982,848.9,L,842.8,476.6,21,1.64,556.2,13893002
433,325,13893322,991.2,L,840.3,554.5,37,6.42,833.9,13893358
434,421,13893552,1553.9,L,988,841,48,11.08,854,13893599
435,558,13893829,691.7,L,1568.5,857.6,57,17.06,893,13893885
436,464,13894107,110.6,L,703.6,898.1,47,11.32,954.5,13894153
437,123,13894423,72.3,L,137.6,954.4,23,1.19,955.6,13894445
438,389,13895199,646.3,L,88.7,944.4,47,10.64,878.8,13895245
439,230,13895704,842,L,659.4,891.4,38,5.15,708.5,13895741
440,276,13895774,989.3,L,857.6,695.3,36,4.73,504.2,13895809
441,352,13896104,760.4,L,1007,505.1,47,8.75,861.9,13896150
442,238,13896372,607.9,L,756.3,866.5,26,3,897.9,13896397
443,434,13896516,933.4,L,607.1,897.1,47,11.32,438.2,13896562
444,244,13897022,1149.8,L,939,444.6,34,4.47,505.2,13897055
445,119,13897468,1064.6,L,1138.8,497.9,21,1.65,530.5,13897488
446,36,13897756,1059.9,L,1060.3,559.3,6,0.24,570.9,13897761
447,169,13898784,954.1,L,1036.6,615.9,24,1.87,575.5,13898807
448,180,13900114,977.2,L,932.2,552.4,28,2.76,426.5,13900141
449,124,13900361,1043,L,986.5,440.8,24,1.72,502.8,13900384
450,108,13900581,1009.9,L,1047.6,521,18,1.19,565.2,13900598
451,252,13900975,1231,L,1021.1,573.7,67,6.96,848.2,13901041
452,301,13901278,1034.9,L,1241.7,874.6,28,4.17,913.4,13901305
453,264,13901581,1276.7,L,1028.3,901.8,35,4.93,889.1,13901615
454,169,13901867,1380.7,L,1273.4,880.8,24,2.11,880.3,13901890
455,422,13902214,949.3,L,1378.5,875.4,46,10,616.5,13902259
456,157,13902483,1031.7,L,960.5,618.1,23,2.02,549,13902505
457,179,13902710,992.3,L,1043,547.1,23,2.15,455.6,13902732
458,489,13902903,1437.3,L,1007.4,456.1,46,11.96,871.6,13902948
459,145,13903284,1370.3,L,1455.2,878.1,22,1.67,868,13903305
460,102,13903845,1348.8,L,1362.3,836.7,28,0.37,850.1,13903872
461,159,13904136,1253,L,1350,854.5,24,1.93,840,13904159
462,145,13904518,1340.2,L,1248.6,845.2,22,1.82,855.8,13904539
463,291,13905054,1006.8,L,1329.7,845.2,50,7.68,637.9,13905103
464,93,13906439,960.6,L,1004.3,646.7,23,1.48,588.6,13906461
465,40,13906789,956.2,L,953.9,575.6,7,0.25,563.4,13906795
466,174,13907722,874.9,L,971.2,568,23,2.37,503,13907744
467,203,13907930,996.4,L,865.8,500,24,2.66,498.5,13907953
468,412,13908200,1273.6,L,998.8,496.2,51,9.2,861.1,13908250
469,310,13908434,1545,L,1273.1,864.7,33,5.3,870.4,13908466
470,103,13908634,1522.4,L,1576.9,883.1,18,1.05,880.1,13908651
471,498,13908828,955.2,L,1530.1,877.2,50,13.65,499.9,13908877
472,152,13909070,1046.5,L,965.3,498.6,22,1.76,527.7,13909091
473,187,13909527,923.1,L,1022.7,512,20,2.05,527.2,13909546
474,311,13909729,908,L,911.2,523.3,35,6,818.9,13909763
475,104,13910111,973.9,L,919.4,825.6,19,1.16,845.9,13910129
476,324,13910233,977.6,L,968.9,841,40,6.3,530.1,13910272
477,372,13910804,819.2,L,1002.9,511.7,39,7.33,823.5,13910842
478,96,13911643,807.3,L,833.1,834.5,22,0.57,846.7,13911664
479,204,13911999,985.3,L,801.5,837.7,65,6.55,570,13912063
480,153,13913368,949.8,L,995.5,479.5,31,1.53,538.1,13913398
481,120,13913706,1009.7,L,941.3,547.5,20,1.42,560.6,13913725
482,170,13914008,912.8,L,1011.5,556.2,25,2.01,555,13914032
483,120,13914259,987.5,L,926.9,549.8,19,1.28,566,13914277
484,143,13914746,1081.9,L,973.8,561.8,25,2.2,570.8,13914770
485,121,13915033,1156.2,L,1096.6,578.9,18,1.21,580.1,13915050
486,298,13915259,921.2,L,1154.9,583.8,32,4.83,538.6,13915290
487,161,13915646,984.8,L,937.6,551.7,26,2.49,663.8,13915671
488,499,13916554,464.8,L,996,648,43,11.49,880.2,13916596
489,528,13916831,1353,L,466.4,889.7,63,17.33,835.7,13916893
490,369,13917056,1745.2,L,1360.9,828.4,40,7.36,848.2,13917095
491,188,13917296,1852.5,L,1731.2,847.8,25,2.24,852.9,13917320
492,345,13917944,1578,L,1844,842,30,5,818.6,13917973
493,359,13919066,693.3,L,1581.3,823.3,87,18.22,559.6,13919152
494,200,13920382,952.7,L,981.7,493.1,25,2.13,592.4,13920406
495,127,13921677,911.7,L,948,581.9,24,2,491.6,13921700
496,306,13922232,912.4,L,928.6,506.9,32,4.76,739.9,13922263
497,427,13922392,1617.3,L,944.7,755.2,56,13.26,843.1,13922447
498,248,13922625,1793.2,L,1618.3,847,26,3.39,892.9,13922650
499,540,13922908,1048.3,L,1786.4,890.1,53,14.81,680.2,13922960
500,371,13923265,919.9,L,1043.2,683.5,38,4.03,841.4,13923302
501,178,13923513,1015.8,L,903.9,851.2,24,2.24,854.2,13923536
502,192,13924134,1162.3,L,1034.4,875.3,26,2.55,885.5,13924159
503,353,13924929,944.6,L,1158.8,868.5,45,7.91,539.6,13924973
504,106,13925194,904.6,L,947.4,541.2,18,1.14,505.2,13925211
505,74,13925406,940.1,L,911.7,508.5,12,0.75,485.7,13925417
506,102,13925761,963.4,L,944.1,483.6,22,1.51,554.1,13925782
507,194,13927103,959.4,L,1069.3,565.6,24,2.25,555.3,13927126
508,102,13927934,1020.1,L,959.9,576.6,18,1.27,593.9,13927951
509,208,13928387,910.9,L,1010.6,593.3,26,2.61,513.3,13928412
510,166,13928642,1023.4,L,903.3,523.4,26,2.45,515.8,13928667
511,247,13929234,889.7,L,1071,525.2,28,3.69,532.9,13929261
512,173,13929516,1012,L,890.8,534.7,24,2.47,527.5,13929539
513,413,13929936,348.7,L,1021.2,523.4,61,15.47,925.3,13929996
514,290,13930203,137.4,L,371.6,922.3,30,4.48,971.5,13930232
515,110,13930388,204.5,L,139.5,974.5,19,1.24,958.4,13930406
516,395,13930499,662.2,L,201.3,959.2,43,8.91,892.5,13930541
517,224,13930819,524.2,L,674.9,893.5,24,2.97,904.6,13930842
518,154,13931137,403.9,L,489,893.7,21,1.67,909.5,13931157
519,219,13931322,534.8,L,400.2,900.6,25,2.61,892.4,13931346
520,360,13931627,921.9,L,534.7,890.5,48,10.16,560.7,13931674
521,92,13932127,910.9,L,930.5,566.4,44,0.7,538.3,13932170
522,1218,13932750,537.6,L,885.6,521.8,206,7.01,515.8,13932955
523,1080,13933263,347.5,L,562.5,518.8,24,18.06,1461.7,13933286
524,168,13933900,947.4,L,1023.2,520.3,25,1.71,555.9,13933924
525,113,13934196,996,L,948.9,555.2,24,0.96,560.2,13934219
526,132,13934511,940.6,L,986.9,562.5,32,1.02,543.1,13934542
527,124,13934724,986.6,L,932.9,549.7,24,1.14,565.5,13934747
528,157,13935186,919.8,L,976.5,556.7,27,2.44,452.4,13935212
529,137,13935363,1001.5,L,924.1,461.1,22,1.59,468.6,13935384
530,82,13935678,970.7,L,1003.1,479.3,16,0.86,506.3,13935693
531,67,13935874,1006.3,L,977.8,503.3,12,0.64,515.9,13935885
532,63,13936677,1015.4,L,993.4,522.4,21,1.03,567.6,13936697
533,217,13936793,1089.7,L,1024.7,581.2,26,2.87,706.2,13936818
534,260,13937088,985.8,L,1102.7,706.1,32,4.27,532.2,13937119
535,58,13937330,1022.8,L,997.6,529.3,10,0.53,535.3,13937339
536,308,13937709,1347,L,1015.4,531,59,9.71,884.6,13937767
537,357,13937959,1806.6,L,1347.2,877.9,44,8.71,876.8,13938002
538,569,13938060,1046.2,L,1808.3,879.2,50,14.57,865.6,13938109
539,151,13938438,1132,L,1056,870.4,20,1.52,870,13938457
540,107,13939527,1169.5,L,1101,843.5,21,1.37,852,13939547
541,64,13939917,1189,L,1160.9,851.7,10,0.56,854.5,13939926
542,103,13940484,1145.2,L,1190.7,838.4,20,0.91,832.1,13940503
543,247,13940795,891,L,1145.5,834.3,44,6,678.2,13940838
544,104,13941453,956.9,L,898.7,667.9,16,1.19,659.2,13941468
545,121,13942095,944.8,L,955.8,653.3,23,1.87,562.6,13942117
546,147,13942885,918.5,L,971.8,550.3,24,1.11,562.8,13942908
547,65,13943140,956.3,L,925.9,568.7,11,0.62,568.1,13943150
548,126,13943403,963.5,L,958.4,572.3,22,1.77,486.6,13943424
549,317,13943722,1000,L,976.1,495.2,38,5.63,770.6,13943759
550,397,13943919,1491.4,L,997.9,784.7,44,9.81,850,13943962
551,503,13944120,800.3,L,1502.3,852.8,50,13.76,881.7,13944169
552,365,13945028,1349.3,L,808.7,881.7,49,10.71,855.1,13945076
553,154,13945824,1447.2,L,1351.2,853.4,22,1.89,844.4,13945845
554,145,13946306,1575.9,L,1458.6,837,27,2.26,832.8,13946332
555,185,13946820,1466.6,L,1567.1,820.3,25,1.94,817.9,13946844
556,183,13947009,1613.7,L,1473.2,817.7,27,2.72,832.1,13947035
557,509,13947462,914.7,L,1616.2,833.6,56,15.31,502,13947517
558,283,13948146,578.8,L,943.4,530.1,46,7.54,613.8,13948191
559,175,13949182,932,L,1033.1,558.2,24,2.06,562.3,13949205
560,61,13949406,974.1,L,948.3,568.4,10,0.54,573.6,13949415
561,68,13949646,942,L,974.6,574.9,13,0.68,567,13949658
562,45,13949961,979.8,L,965,559.9,7,0.3,561.1,13949967
563,64,13950502,957.1,L,980.6,566.7,17,0.78,536.8,13950518
564,210,13950666,832.4,L,956.6,526.7,25,2.66,487.5,13950690
565,440,13950922,502.6,L,819.5,486.4,42,10.06,876.2,13950963
566,386,13951171,156.6,L,515.7,882.6,40,6.92,949.8,13951210
567,81,13951518,207.9,L,172.4,946,20,1.31,886.6,13951537
568,469,13951693,886.4,L,206.3,890.1,55,15.31,503.9,13951747
569,210,13951976,1023.5,L,895.1,491.3,25,2.62,497,13952000
570,129,13952561,1079.8,L,986.7,504.6,25,1.9,499.1,13952585
571,333,13953055,591.4,L,1092.4,498,105,10.11,499.5,13953159
572,117,13953183,822.9,L,656.9,485.2,37,3.38,467.5,13953219
573,211,13953823,999.5,L,848.6,456.5,35,3.11,479.7,13953857
574,996,13954134,922.7,L,997.8,492.8,159,1.55,482.9,13954292
575,851,13954648,1042.2,L,939.8,519.1,173,2.13,498.7,13954820
576,114,13955289,1019.8,L,1039.6,496.6,26,1.02,542.2,13955314
577,123,13955945,962.8,L,1012.3,542.7,24,1.11,565.6,13955968
578,151,13957225,886.4,L,960.9,564.8,21,1.86,512.5,13957245
579,134,13957642,827,L,888.6,518,23,1.26,511,13957664
580,307,13957874,760.3,L,836.2,519,49,6.35,823.4,13957922
581,357,13958117,474.4,L,745.3,832.7,33,5.45,892.6,13958149
582,319,13958388,866.4,L,478.6,911.1,48,9.54,626.9,13958435
583,383,13959090,1174.5,L,887.9,604.5,44,7,801.2,13959133
584,126,13959495,1121.9,L,1181.9,823.1,19,1.34,853.4,13959513
585,73,13960193,1164,L,1127.9,848,13,0.72,850.9,13960205
586,154,13960918,1269.5,L,1166.6,846.3,23,2.04,848.4,13960940
587,131,13961368,1336.3,L,1271.5,846.6,23,1.28,850.8,13961390
588,431,13961592,883.4,L,1335.3,847.8,50,10.95,540.7,13961641
589,504,13961800,1438.1,L,897.9,542.2,44,12.16,823.6,13961843
590,128,13962068,1401.6,L,1463.2,837.7,22,1.27,816.8,13962089
591,333,13962288,1008.6,L,1404.2,817.4,48,8.74,629.4,13962335
592,47,13963638,945.8,L,938.5,602.4,14,0.54,577.3,13963651
593,132,13964881,912.9,L,942,566,25,1.91,477.6,13964905
594,118,13965121,965.7,L,918.5,476.7,23,1.73,407.5,13965143
595,99,13965663,968.9,L,994,421.8,24,1.3,479.4,13965686
596,63,13966083,946.3,L,957.3,483.4,17,0.83,444.8,13966099
597,181,13966483,998,L,952.4,433.4,27,2.58,550,13966509
598,326,13967182,1098.6,L,995.6,554,35,5.79,821.1,13967216
599,362,13967571,1512.7,L,1116.8,831.8,41,7.78,861.6,13967611
600,279,13967802,1768.6,L,1510.9,850.5,34,4.88,838.1,13967835
601,557,13968309,1019.6,L,1760.8,840.9,56,15.92,499,13968364
602,447,13968890,1709.4,L,1033.6,511.9,59,14.62,826.9,13968948
603,423,13969717,1330.1,L,1694.7,838.5,33,7.01,841.1,13969749
604,102,13970532,1315.2,L,1290.4,810.5,28,0.51,816.7,13970559
605,178,13970914,1228.9,L,1339.4,812.7,24,2.19,817.5,13970937
606,391,13971122,991.9,L,1242.6,822.1,47,8.81,465.9,13971168
607,87,13971456,953.6,L,983.3,472.6,18,0.99,434.9,13971473
608,166,13971979,911,L,970.8,448.5,25,2.6,560,13972003
609,99,13972173,864.6,L,909.8,598,16,1.03,620.3,13972188
610,75,13972228,800.6,L,775.4,621.6,16,0.63,603.1,13972243
611,1457,13972598,931.6,L,847.1,561.1,136,5.87,838.8,13972733
612,102,13973313,972.5,L,993.5,513.2,21,1.24,569.8,13973333
613,44,13973577,990.8,L,977.3,570.9,7,0.29,565.9,13973583
614,209,13973797,873.7,L,994.8,559.9,25,2.46,556.3,13973821
615,154,13974004,967.8,L,885.1,562,22,1.68,562.2,13974025
616,94,13974605,929.3,L,949.8,568.6,19,1.18,514.7,13974623
617,144,13974803,1034.9,L,931.2,520.1,25,2.18,494,13974827
618,240,13975107,891.7,L,1054.7,493.2,27,3.34,512.7,13975133
619,250,13975394,1123.3,L,898.4,507.6,33,4.68,557,13975426
620,381,13975743,836.4,L,1132.5,561.3,42,8.7,877,13975784
621,425,13975996,445.5,L,841.8,889.9,48,7.79,920.6,13976043
622,545,13976242,1569.2,L,439.5,932.3,74,21.77,842.8,13976315
623,129,13976509,1522.3,L,1571.7,845.3,23,0.96,854.2,13976531
624,175,13976870,1620.9,L,1513.1,867.8,23,2.07,857.9,13976892
625,102,13977687,1632.8,L,1565.5,825,20,1.28,825,13977706
626,580,13977878,930.1,L,1632.2,825.3,53,15.52,472.1,13977930
627,535,13978193,1691.4,L,945.4,497,64,16.52,888.2,13978256
628,115,13978408,1666.2,L,1705.3,891.5,21,1.13,847,13978428
629,330,13978694,826.1,L,1686.6,864.8,151,17.73,575.8,13978844
630,227,13979812,1097.8,L,1289,689.4,41,4.21,604.2,13979852
631,288,13980030,929.8,L,1102.5,612.9,27,3.62,567.8,13980056
632,85,13980225,970.4,L,926.9,573,17,0.89,577.1,13980241
633,93,13980497,940,L,966.9,566,22,0.56,571.2,13980518
634,55,13980830,969.2,L,947.2,568.6,9,0.46,573,13980838
635,72,13981085,934.9,L,965.8,573.6,18,0.64,568.5,13981102
636,37,13981390,940.5,L,937.3,563.1,9,0.3,548.8,13981398
637,468,13981700,1488,L,940.6,557.7,50,12.29,845.5,13981749
638,394,13981941,1186.6,L,1477.9,850.9,31,5.74,882.1,13981971
639,123,13982152,1262.1,L,1189.5,884.4,20,1.45,875.6,13982171
640,301,13982367,972,L,1254.4,871.6,38,5.62,865.1,13982404
641,157,13982716,1062.4,L,965.8,867.5,22,1.93,873.8,13982737
642,153,13983440,1012.7,L,1066.3,849.5,30,1.07,847.5,13983469
643,82,13983803,975.7,L,1003.5,856,19,0.56,855.1,13983821
644,74,13985119,961.6,L,974.7,859.8,23,1.34,793.9,13985141
645,114,13985285,912.4,L,966,791.5,26,1.67,728.1,13985310
646,199,13985419,999.7,L,921.6,708.6,27,3.16,574.6,13985445
647,60,13985769,969.5,L,996.1,543,13,0.63,559,13985781
648,40,13987814,959.1,L,946.9,554.9,6,0.25,553.6,13987819
649,57,13988115,941.2,L,961.7,546.4,15,0.68,520.1,13988129
650,531,13988424,1724.6,L,954.3,518.1,66,16.4,851.7,13988489
651,245,13988669,1900,L,1748.4,858.6,25,2.81,882.6,13988693
652,615,13988857,1034.2,L,1902.1,881,56,18.01,525.6,13988912
653,75,13989232,1033.7,L,1034.3,524.8,14,0.84,484.2,13989245
654,477,13989414,1580.4,L,1030.1,482.3,50,12.58,797.7,13989463
655,183,13989778,1505.7,L,1580.2,813.3,24,1.68,858.5,13989801
656,214,13990119,1379.3,L,1498.3,850,25,2.33,835.8,13990143
657,100,13990579,1421.6,L,1382.3,838.1,22,0.82,852.6,13990600
658,267,13991182,892.3,L,1409.8,845.8,91,11.27,617.7,13991272
659,206,13991925,1058.8,L,878.9,591.6,32,3.68,615.1,13991956
660,192,13993562,947.9,L,1045.1,610.2,28,2.1,574.6,13993589
661,141,13994870,904,L,953.6,567.3,23,1.86,491.2,13994892
662,131,13995194,844.5,L,917.5,484,22,1.52,468.4,13995215
663,509,13995490,1588,L,859.8,475.8,57,15.67,785.8,13995546
664,509,13995785,998.4,L,1593.3,805.2,45,11.68,859.1,13995829
665,493,13996060,332.5,L,1005.6,870,50,13.16,938.1,13996109
666,276,13996276,547,L,342.4,939,29,3.98,910,13996304
667,307,13996502,922.5,L,567,910.9,55,10.47,526.8,13996556
668,134,13996840,854.6,L,923.9,537.2,19,1.54,507.4,13996858
669,513,13997503,622,L,863.8,500.8,39,9.82,927.4,13997541
670,183,13997762,734.3,L,619,926,24,2.5,873.3,13997785
671,248,13998190,908.4,L,744,884,27,3.41,835.9,13998216
672,131,13998473,983.6,L,916.4,822.9,19,1.36,834,13998491
673,231,13998886,1132,L,972.6,842.2,26,3.19,844.6,13998911
674,384,14002492,946.2,L,1156.9,816,41,7.29,523.6,14002532
675,64,14003990,986.9,L,947.6,526.3,20,0.92,504.4,14004009
676,458,14004164,1466.3,L,981.1,511.2,45,11.14,785.2,14004208
677,567,14004422,822.9,L,1477.4,817.8,54,12.92,865.2,14004475
678,95,14004749,793.1,L,832.5,882,21,0.81,871.5,14004769
679,390,14004823,1015.1,L,796.3,865.6,46,9.05,474.6,14004868
680,386,14005582,1031.8,L,1010.9,473.3,42,7.87,861.4,14005623
681,366,14006257,1472,L,1025.1,871.8,42,8.81,842.2,14006298
682,226,14008322,1587.4,L,1463.8,810.1,33,2.39,814.4,14008354
683,349,14008857,952.3,L,1608.2,814.2,66,13.62,596.8,14008922
684,75,14011009,937.2,L,952.8,624.2,21,0.75,591.1,14011029
685,75,14011236,967.5,L,930.1,559.5,14,0.79,549.6,14011249
686,110,14011515,929.5,L,955.5,526.3,20,1.52,457.2,14011534
687,227,14011838,1024.9,L,945.9,471.8,42,5.23,715.4,14011879
688,202,14012069,1197.5,L,1037,716.4,37,3.79,816.3,14012105
689,369,14012146,1606.7,L,1196.1,825.7,43,8.01,849,14012188
690,43,14012532,1608.3,L,1618.8,863.6,7,0.29,852.9,14012538
691,331,14013562,1080.7,L,1557.2,806.7,49,9.41,759.2,14013610
692,190,14014693,907.9,L,1092.4,781,42,4,707.6,14014734
693,154,14016943,939,L,937.5,691.5,24,2.19,584.3,14016966
694,71,14017306,987.4,L,955.3,577.3,12,0.68,587.3,14017317
695,108,14017628,969.9,L,990.8,572,29,0.47,562.4,14017656
696,60,14018305,964.1,L,957.8,560.4,12,0.61,531.2,14018316
697,99,14018429,960.9,L,968,529.7,19,1.34,594.3,14018447
698,430,14018712,1446.8,L,964,594.7,49,10.45,797.7,14018760
699,263,14018945,1594.1,L,1444.2,809.6,33,3.03,856.1,14018977
700,566,14019157,984.6,L,1615.6,877.2,49,14.17,533.1,14019205
701,139,14019444,981.5,L,997,528.4,23,1.6,604.8,14019466
702,361,14019581,1387.3,L,978.5,603.8,44,9.44,841,14019624
703,74,14019870,1432.1,L,1393.6,855.7,13,0.75,853.5,14019882
704,143,14020419,1327.3,L,1414,840.6,22,1.7,845.5,14020440
705,249,14021061,1103.4,L,1337,850.4,46,5.45,707.9,14021106
706,188,14021872,950.3,L,1076.1,704.7,38,3.18,611.2,14021909
707,82,14023792,953.2,L,967.3,608.4,23,1.35,544.1,14023814
708,101,14025058,899.1,L,953.9,550.7,21,1.52,500.7,14025078
709,438,14025261,1470.1,L,890.4,501,52,12.77,770.8,14025312
710,395,14025541,1171.3,L,1471.9,792.8,30,6,844.2,14025570
711,369,14025780,943.9,L,1172.6,861.9,47,8.39,514.7,14025826
712,415,14026074,1336.3,L,949.4,518,47,10.12,840.8,14026120
713,164,14026325,1257.3,L,1348.7,847.4,24,1.81,852.4,14026348
714,190,14026609,1153.1,L,1264.7,855.1,24,2.21,856.7,14026632
715,168,14026973,1264.3,L,1145.1,845.6,25,2.37,842.3,14026997
716,67,14027276,1241.3,L,1265.9,846.2,16,0.49,848.7,14027291
717,166,14027745,1111.3,L,1235.2,841.9,41,3.92,690.3,14027785
718,175,14028048,1007.9,L,1109.9,704.3,23,2.08,690.4,14028070
719,57,14030597,974.9,L,988.3,651.1,17,0.67,621.3,14030613
720,1026,14030795,899.2,L,962.8,613.9,138,1.52,575,14030932
721,90,14031202,979.4,L,931.7,559,17,1,570.3,14031218
722,156,14031731,1035.9,L,981.4,574.3,23,1.82,644.9,14031753
723,182,14031931,981.2,L,1049.7,643.2,27,2.24,557.6,14031957
724,74,14032426,921.6,L,961.5,559.7,16,0.91,540.1,14032441
725,157,14032622,1023.7,L,920.1,536,22,2.11,529.5,14032643
726,444,14032857,1384.7,L,1020.6,532.4,51,9.29,819.1,14032907
727,193,14033108,1318.2,L,1405.2,839.8,24,1.83,874.2,14033131
728,299,14033384,993.3,L,1327.8,894.5,41,6.63,876,14033424
729,375,14033850,675.6,L,990.9,859.6,36,6.28,878.4,14033885
730,168,14034326,588.9,L,661.2,891.6,23,1.43,886.6,14034348
731,184,14035409,711.5,L,587.9,904.1,25,2.45,891.2,14035433
732,154,14035616,631.2,L,716.6,883.7,24,1.7,893.7,14035639
733,158,14036147,544.2,L,632.9,880.9,21,1.74,884.4,14036167
734,122,14036407,509.7,L,557,882.6,23,0.93,890,14036429
735,300,14037019,895.5,L,519,903.9,46,8.79,671.4,14037064
736,84,14038567,943.9,L,959.4,652.4,19,1.14,599,14038585
737,46,14038806,954.8,L,952.3,600.1,18,0.55,573.2,14038823
738,39,14039864,970.6,L,957.4,558.3,7,0.27,558,14039870
739,160,14040033,1062.8,L,971.5,556.7,21,1.87,546.8,14040053
740,568,14040154,436.6,L,1069,546.7,52,14.17,876.4,14040205
