,peak_velocity,start_timestamp,end_x,eye,start_x,start_y,duration,length,end_y,end_timestamp
2145,561,14687973,1503.8,L,845.7,561.8,60,13.92,802,14688032
2146,415,14688511,684,L,1515.6,821.8,79,16.28,861.4,14688589
2147,1147,14688824,866.1,L,715.8,858.9,181,6.11,594.8,14689004
2148,1111,14689206,923.5,L,872.7,608.6,89,4.41,821.1,14689294
2149,297,14689623,1004.9,L,811.4,542.9,27,4.11,602.7,14689649
2150,222,14689882,943.1,L,1044.5,588.3,35,2.07,578.9,14689916
2151,1289,14690163,970.1,L,935.7,594.9,215,0.77,579.5,14690377
2152,132,14690579,928.7,L,965.5,577.6,30,0.75,580.5,14690608
2153,125,14690995,984.7,L,927,583.3,23,1.17,584.1,14691017
2154,179,14691303,937.5,L,971.3,577.1,33,0.74,563.6,14691335
2155,130,14691847,926.1,L,907.6,571.3,25,1.69,491.1,14691871
2156,110,14692041,884.1,L,917.7,495.5,19,1.27,443.8,14692059
2157,123,14692241,923.3,L,896.1,452.4,22,1.56,523.1,14692262
2158,61,14692629,926.2,L,938.1,520.6,13,0.67,550.8,14692641
2159,419,14692863,1248.7,L,930.4,553.5,51,9.49,903.2,14692913
2160,125,14693085,1295.7,L,1263,913.5,25,1.41,849.7,14693109
2161,488,14693189,818,L,1316.3,866.8,53,9.87,873.2,14693241
2162,473,14693447,276.1,L,814.3,878.8,52,10.49,945.5,14693498
2163,478,14693773,1090.8,L,267.8,949.4,55,15.98,870.6,14693827
2164,125,14695357,1120.8,L,1069.6,861.9,23,1.1,882.3,14695379
2165,219,14695892,1386.5,L,1128.4,861.2,44,5.16,820.8,14695935
2166,262,14696099,1795.3,L,1388.3,821.1,51,7.76,853.7,14696149
2167,418,14696364,1284.7,L,1796.3,847.4,64,10.81,618.7,14696427
2168,184,14697007,1330.3,L,1256.6,605.4,34,1.53,585.8,14697040
2169,532,14697226,901.5,L,1339.3,585.5,54,8.87,544.1,14697279
2170,1070,14697715,888.5,L,901.3,556.7,162,0.65,585.7,14697876
2171,48,14698143,933.3,L,917.6,567,7,0.33,563.1,14698149
2172,199,14698840,1059,L,946.5,587.7,25,2.41,625.5,14698864
2173,283,14699021,904.3,L,1068.4,616,29,3.55,556,14699049
2174,159,14699352,861.8,L,907.1,565.7,27,2.15,471.6,14699378
2175,540,14699601,1258.3,L,863.2,489.5,52,10.81,852.9,14699652
2176,88,14699883,1315.2,L,1280.8,873.7,19,0.74,888.6,14699901
2177,410,14700307,1020.5,L,1320,881.3,41,6.86,711.7,14700347
2178,310,14700494,1248,L,1020.9,710.1,34,5.06,820.7,14700527
2179,149,14701202,1185.1,L,1234.2,813.7,29,0.98,816.8,14701230
2180,285,14701801,858.1,L,1158.6,827.9,50,6.25,744.7,14701850
2181,205,14703348,779.5,L,867.9,770.2,31,1.84,746.6,14703378
2182,226,14703557,925.9,L,773.9,737.3,40,3.67,638,14703596
2183,223,14704774,907.8,L,798,652.2,26,2.73,575.1,14704799
2184,51,14705018,915.1,L,926.2,600.8,16,0.63,572.1,14705033
2185,85,14705880,913.3,L,923.4,542.6,25,0.5,565,14705904
2186,204,14706108,816.4,L,910.1,561.9,25,2.35,494.8,14706132
2187,474,14706366,1187,L,824.8,511.9,53,9.16,785,14706418
2188,484,14706669,705,L,1222.6,806.8,54,10.34,859,14706722
2189,217,14706913,820.6,L,699.6,863,24,2.5,897.3,14706936
2190,428,14707178,1320.7,L,808.6,893.4,57,10.14,868.9,14707234
2191,374,14707278,1597.4,L,1344.7,866.7,56,4.89,863.2,14707333
2192,85,14707625,1565.3,L,1601.6,875.3,20,0.72,865.2,14707644
2193,148,14708773,1608.7,L,1527,856.8,23,1.57,863.5,14708795
2194,209,14709371,1743.6,L,1602.9,860.9,26,2.66,873.2,14709396
2195,315,14709730,1086.4,L,1736.4,873.9,88,13.72,601.6,14709817
2196,379,14710357,1972.3,L,1086.4,571.3,81,18.36,959.9,14710437
2197,193,14710702,1905.4,L,1994.6,978.7,25,2.01,1046.7,14710726
2198,419,14710925,1390.9,L,1926.6,1057.1,41,10.7,850.8,14710965
2199,258,14711517,980,L,824.5,571.7,26,3.16,573.4,14711542
2200,190,14711769,913.4,L,969.9,567.1,32,1.16,558,14711800
2201,173,14712017,951.8,L,904.9,569.8,33,0.95,569.1,14712049
2202,327,14712937,1472,L,959.8,562,85,11.8,861.7,14713021
2203,578,14713252,764.2,L,1509.5,878,64,14.59,870.6,14713315
2204,358,14713494,584.9,L,753.6,879.2,36,3.39,913.5,14713529
2205,386,14713728,840.2,L,556.8,911.7,46,8.6,586.8,14713773
2206,442,14714353,1214.1,L,859.3,594.3,53,8.41,815.4,14714405
2207,204,14714809,1367.2,L,1239.1,833.7,23,2.53,842.2,14714831
2208,176,14715454,1477.5,L,1373.3,852.8,23,2.03,857.8,14715476
2209,313,14715976,1082.2,L,1484,855.2,47,8.28,735.3,14716022
2210,408,14716497,1503.1,L,1083.8,739.5,52,8.48,833.5,14716548
2211,145,14716821,1442.5,L,1516.6,828,24,1.44,833.3,14716844
2212,111,14717174,1472,L,1436.9,836.6,24,0.69,840.6,14717197
2213,427,14717668,1975.8,L,1465.4,830.3,48,10.44,1071.6,14717715
2214,121,14717914,1918.8,L,1970,1079.2,24,0.93,1092.7,14717937
2215,486,14718109,804.7,L,1949.4,1108.4,82,23.8,581.7,14718190
2216,205,14718965,943.1,L,830.3,592.6,23,2.3,583.5,14718987
2217,74,14720280,907.3,L,928.1,588.7,19,0.66,613.7,14720298
2218,261,14720446,1063.4,L,907.4,606.1,37,4.47,452.8,14720482
2219,373,14720954,971.1,L,1076.8,461,42,7.84,832.8,14720995
2220,271,14721199,853.3,L,977.8,824.7,32,2.68,874.7,14721230
2221,184,14721505,955.7,L,855.9,896.4,33,2.58,813.7,14721537
2222,213,14722169,1055.7,L,959.7,805.8,26,2.13,851.9,14722194
2223,371,14722402,850.4,L,1058.4,848.5,40,5.9,641.8,14722441
2224,314,14722736,1089.2,L,861.8,654.5,43,6.38,440.4,14722778
2225,79,14723228,1069.5,L,1088.2,442.4,19,1.14,390.5,14723246
2226,415,14723543,966.5,L,1070.9,391.7,44,9.44,844.9,14723586
2227,1051,14724234,838.1,L,963.9,848.5,179,3.37,736.7,14724412
2228,372,14724831,388.6,L,847.9,728.4,55,11.66,1113.7,14724885
2229,76,14726289,923.5,L,940.9,584.4,15,0.84,547.4,14726303
2230,235,14727376,1134,L,948.9,555.5,47,3.85,596.8,14727422
2231,408,14727949,1623.4,L,1146.9,613.7,60,10.07,801.4,14728008
2232,499,14728254,1253.2,L,1635.3,794.2,48,7.44,822.3,14728301
2233,158,14728564,1311.8,L,1237.2,835.2,23,1.48,831.5,14728586
2234,951,14728886,1232.8,L,1307.3,834.5,184,1.81,782.2,14729069
2235,174,14729259,1294.8,L,1228.4,805.2,32,1.43,833.8,14729290
2236,524,14729446,961.9,L,1309.5,848,52,9.14,554.7,14729497
2237,202,14729880,1077.9,L,944.9,546.7,26,2.71,553.4,14729905
2238,307,14730327,872.6,L,1083.5,543,30,4.3,530.5,14730356
2239,140,14730651,967.9,L,887.3,535.7,20,1.64,533.1,14730670
2240,85,14731105,966.2,L,986.2,540.4,20,0.41,542.6,14731124
2241,67,14731448,966.8,L,969.5,547.6,19,0.22,537.1,14731466
2242,124,14731831,1025.7,L,960.1,541.3,18,1.34,547.9,14731848
2243,181,14732216,931.1,L,1038.4,549.5,24,2.18,552.7,14732239
2244,77,14732681,982.7,L,945.5,548.8,13,0.77,555.1,14732693
2245,224,14733205,1140.3,L,965.6,539.7,27,3.56,551.5,14733231
2246,368,14733661,1289.4,L,1154.8,560.6,37,6.55,857.8,14733697
2247,137,14733961,1343.1,L,1289.2,860.8,23,1.07,854.6,14733983
2248,149,14734783,1416.6,L,1331.7,833,20,1.66,832.3,14734802
2249,70,14735071,1460,L,1419.9,819.2,14,0.78,821.8,14735084
2250,460,14735492,920.4,L,1455.4,809.3,61,11.78,559.2,14735552
2251,122,14735757,983.9,L,916.5,552.9,18,1.41,536.8,14735774
2252,218,14735964,1133.5,L,997.9,533.1,24,2.76,543.3,14735987
2253,228,14736387,965.3,L,1143.7,552.3,30,3.63,544.1,14736416
2254,471,14737028,1538.9,L,984.3,544.6,51,12.93,888.7,14737078
2255,108,14737251,1510.5,L,1535.8,893.8,20,1.24,835.3,14737270
2256,192,14738020,1618.4,L,1497,837.3,24,2.34,849.3,14738043
2257,763,14738258,1369,L,1598.9,862.9,187,4.78,774,14738444
2258,359,14738799,924.7,L,1391.7,778.4,55,9.87,956.8,14738853
2259,431,14739090,1521.1,L,952.9,947.4,53,12.04,1214.3,14739142
2260,377,14739342,1286.3,L,1529.9,1197.3,53,8.08,850.9,14739394
2261,300,14739957,963.7,L,1069.9,737.2,33,4.52,541.7,14739989
2262,180,14740312,907,L,958.6,560.3,32,1.06,554.7,14740343
2263,148,14740489,938.9,L,888.5,553.9,29,1.06,566.2,14740517
2264,935,14740915,955,L,942.6,566.5,186,0.65,595.5,14741100
2265,122,14741354,944.7,L,962.9,573,30,0.44,561.3,14741383
2266,189,14741799,1060.5,L,948.8,554.5,24,2.35,584.8,14741822
2267,226,14742087,963.3,L,1044.2,583.6,35,1.7,562.3,14742121
2268,49,14742576,928.1,L,935.9,566,12,0.51,542.2,14742587
2269,144,14742858,988.9,L,934.4,560.5,23,1.49,609.5,14742880
2270,152,14743304,1061.8,L,986.9,606.8,23,1.53,613.8,14743326
2271,205,14743887,886.4,L,1059.4,611.2,34,3.94,699.6,14743920
2272,449,14744068,1513.3,L,904.3,698.1,51,12.35,839.9,14744118
2273,110,14744565,1624.3,L,1529.3,862.2,27,1.83,848.6,14744591
2274,167,14744918,1679.2,L,1598.7,845.1,24,1.53,841.9,14744941
2275,51,14745532,1706.6,L,1683.9,845.7,9,0.43,845.8,14745540
2276,86,14745995,1665.1,L,1709.9,829.8,19,0.86,822.2,14746013
2277,512,14746033,778.5,L,1653.2,817.2,71,18.13,519.9,14746103
2278,81,14746346,734.2,L,758.6,530.4,18,0.8,500.1,14746363
2279,516,14746668,1701,L,730.4,506.8,71,20.01,837.2,14746738
2280,554,14746997,854.8,L,1725.6,859.8,71,18.1,539.7,14747067
2281,185,14747375,1073.2,L,843.5,555.6,94,6.95,811.4,14747468
2282,1028,14747912,1112.6,L,1079.9,839,150,6.05,1150.4,14748061
2283,178,14748654,973,L,888.1,533.2,23,1.99,581,14748676
2284,172,14749362,894.9,L,955,564.2,32,1.23,556.9,14749393
2285,134,14749526,936.7,L,873.9,562.5,23,1.28,567.3,14749548
2286,140,14749931,846.3,L,916.4,562.5,26,2.09,488,14749956
2287,229,14750255,1037.1,L,853.7,488.9,52,4.12,573.3,14750306
2288,424,14750465,1311.4,L,1045.6,587.1,47,6.83,799.1,14750511
2289,423,14750745,1812.4,L,1341.6,826.3,44,8.98,870.3,14750788
2290,617,14751009,417,L,1805.2,870.3,75,26.11,921.5,14751083
2291,189,14751308,551.1,L,447.5,927.7,22,2.07,902.1,14751329
2292,239,14751870,425.3,L,570.8,890.6,26,2.83,895.6,14751895
2293,265,14752722,749.7,L,431.5,922.4,39,6.23,902.8,14752760
2294,359,14752991,399.5,L,747.1,900.5,54,6.78,902.6,14753044
2295,84,14753747,407.2,L,402.4,897.8,25,0.2,906.8,14753771
2296,1692,14754251,745.2,L,398.7,910.8,171,9.32,591.5,14754421
2297,241,14903665,1003.7,L,826.9,421.4,30,3.92,496.5,14903694
2298,191,14903902,895.1,L,1008.8,499.7,25,2.37,524.2,14903926
2299,1606,14904016,904.3,L,905.7,539.4,148,0.63,508.8,14904163
2300,82,14904452,952.7,L,915.8,522,14,0.8,536,14904465
2301,93,14905071,929.5,L,948.4,543.3,20,0.44,533.3,14905090
2302,359,14905521,1426.4,L,933.8,526.6,46,9.9,542.8,14905566
2303,562,14905769,437,L,1413.7,546.3,59,19.37,481,14905827
2304,549,14906169,1407.1,L,467.4,492.4,59,18.68,458.5,14906227
2305,59,14906642,1383.1,L,1393.7,463.6,12,0.59,436.7,14906653
2306,1277,14907116,849,L,1387.3,440.5,160,10.86,433.9,14907275
2307,270,14907530,989.2,L,856.6,431.7,26,3.24,518,14907555
2308,1053,14907639,1036.1,L,998,523.2,154,0.79,515.5,14907792
2309,634,14908579,951.4,L,1032,512.4,155,1.65,505.4,14908733
2310,110,14909298,1005.8,L,961.5,506.2,21,0.93,517,14909318
2311,162,14909688,937.8,L,1003.7,518.2,31,1.35,513.7,14909718
2312,69,14910201,959.2,L,928.8,510.3,11,0.63,516.3,14910211
2313,101,14910546,915.2,L,950.5,520.7,36,0.73,515.4,14910581
2314,47,14910987,945.9,L,928.1,522.2,10,0.43,533,14910996
2315,57,14911225,936.3,L,949.1,517.3,17,0.32,526.4,14911241
2316,80,14912111,922.4,L,926.6,535.4,26,0.09,534.9,14912136
2317,107,14912349,909.1,L,920.8,537.3,33,0.77,501.8,14912381
2318,432,14912416,414,L,918.9,503.3,43,10.11,477.1,14912458
2319,100,14912672,446,L,431,489.3,16,1.01,537.2,14912687
2320,540,14912823,1477.2,L,448.1,531,63,20.32,479.3,14912885
2321,112,14913208,1419.6,L,1473.5,484.8,19,1.1,498.9,14913226
2322,205,14914134,1183.7,L,1401.4,499.7,37,4.38,487.7,14914170
2323,275,14914408,957.5,L,1184,487.3,32,4.62,506.2,14914439
2324,45,14915031,972,L,956.7,511.5,7,0.31,511,14915037
2325,43,14917137,968.3,L,948.6,525.6,15,0.47,537.3,14917151
2326,159,14917940,881.4,L,973.8,525,22,1.89,535.6,14917961
2327,124,14918105,953.2,L,889.4,538.4,20,1.3,543,14918124
2328,290,14919242,1356.2,L,932.7,532.5,47,8.57,501.1,14919288
2329,474,14919581,480.5,L,1351.6,509.9,60,17.34,496.1,14919640
2330,1084,14920671,904.4,L,495.9,498.4,212,8.22,516.8,14920882
2331,147,14921351,999.8,L,916.1,507.4,21,1.72,517.9,14921371
2332,49,14921888,979.4,L,991.2,508.4,16,0.37,521.9,14921903
2333,61,14922662,1032.7,L,979.2,529.6,22,1.09,524.6,14922683
2334,213,14923503,866.7,L,1023.9,519.6,30,3.2,514,14923532
2335,153,14924064,962.3,L,872.4,512.7,22,1.83,514.5,14924085
2336,141,14924873,904.8,L,964.4,506.6,23,1.31,531,14924895
2337,51,14925372,943.8,L,923.8,543.4,9,0.42,548.2,14925380
2338,240,14926000,1307.8,L,951,547.3,48,7.22,527.6,14926047
2339,206,14926189,1471.4,L,1307.5,527.7,29,3.28,511.5,14926217
2340,591,14926295,478.8,L,1472,511.1,62,19.63,493.8,14926356
2341,510,14926725,1505.3,L,507.4,501.3,63,19.72,502.9,14926787
2342,166,14927444,1375,L,1472.3,509.7,23,1.97,529,14927466
2343,91,14927785,1374.1,L,1357.7,533.9,17,1.14,587.4,14927801
2344,158,14928112,1454.8,L,1354.2,591.3,24,2.07,619.6,14928135
2345,400,14928314,948.9,L,1467.6,619.9,47,10.38,595.9,14928360
2346,1215,14929501,642.1,L,955.9,617.1,171,6.46,555.7,14929671
2347,314,14930000,1106.3,L,677.2,540.1,47,8.68,538.8,14930046
2348,173,14930485,1254.7,L,1098.6,539.1,39,3.5,613.8,14930523
2349,251,14930738,891.8,L,1243.3,616.8,48,7.13,586.5,14930785
2350,317,14930814,659.2,L,897,587.8,38,5.3,479.5,14930851
2351,114,14931732,909.8,L,946.3,510.1,22,0.95,538.6,14931753
2352,45,14931995,933.2,L,920.5,549.7,6,0.26,549.8,14932000
2353,318,14932893,562.1,L,935.3,549,47,7.65,484.6,14932939
2354,91,14933126,558,L,575.8,492.3,17,1.15,438.7,14933142
2355,502,14933404,1388.5,L,563.3,431.1,56,16.53,490.7,14933459
2356,117,14933729,1322.7,L,1380.9,489.8,18,1.18,499.1,14933746
2357,339,14934658,921.1,L,1312.5,504.8,44,7.92,499.5,14934701
2358,54,14936517,939.4,L,920.1,520.1,7,0.39,519.4,14936523
2359,147,14936873,847.6,L,933.3,514.6,22,1.74,517.9,14936894
2360,144,14937326,937.9,L,852.4,506.6,21,1.75,515.1,14937346
2361,45,14938308,932.6,L,919.9,516.5,9,0.27,520.8,14938316
2362,234,14939748,1218,L,931,531,41,5.83,516.8,14939788
2363,161,14939965,1313.9,L,1219.8,519.4,22,1.89,520.7,14939986
2364,531,14940077,450.7,L,1316.5,518,57,17.24,497.2,14940133
2365,868,14940560,1062.3,L,465.3,507.4,270,12,472,14940829
2366,169,14941952,1187,L,1040.6,459.5,35,3.02,434.7,14941986
2367,260,14942837,944.9,L,1165.6,429.3,41,4.53,457.5,14942877
2368,83,14943333,992.1,L,956.2,461.2,18,0.74,467.5,14943350
2369,48,14943906,983.5,L,967,491.3,7,0.35,495.1,14943912
2370,121,14944175,935.5,L,990.8,479.4,22,1.13,484.3,14944196
2371,134,14945463,904.6,L,958,494.2,21,1.39,536.3,14945483
2372,357,14946675,426.2,L,930.8,529.7,49,10.15,481.5,14946723
2373,495,14947021,1296.1,L,437.5,491.5,56,17.1,484,14947076
2374,219,14947306,1473.9,L,1294.1,484,27,3.58,480.4,14947332
2375,114,14947650,1437.2,L,1499.1,476.9,19,1.22,479.1,14947668
2376,517,14948202,404.9,L,1423.5,477.3,64,20.11,494.1,14948265
2377,212,14948613,583.5,L,438.2,503.9,24,2.91,485.8,14948636
2378,465,14948838,1385.7,L,635.7,478.8,54,15.03,511.8,14948891
2379,205,14949365,1562.1,L,1382.8,516.5,30,3.53,519.4,14949394
2380,314,14949939,1124.7,L,1533.5,527.8,49,8.14,532.7,14949987
2381,253,14951000,943.9,L,1119.5,522.6,25,3.59,507.6,14951024
2382,176,14951620,1071.7,L,914.7,494.7,35,3.21,505.6,14951654
2383,225,14952268,921.4,L,1067.3,513.5,25,2.99,531.3,14952292
2384,66,14952532,956.4,L,926,537.6,11,0.62,539.8,14952542
2385,64,14952898,944.9,L,953.5,540.6,20,0.27,530.5,14952917
2386,373,14953472,398,L,945.3,533.3,51,11,475.4,14953522
2387,544,14953780,1388.2,L,412,477.1,59,19.36,427.7,14953838
2388,201,14954061,1513.7,L,1395,423.3,23,2.38,404.7,14954083
2389,324,14954706,1091.7,L,1485.1,407.7,49,7.92,442.7,14954754
2390,174,14955007,994.9,L,1092.5,445.9,22,2.13,482.2,14955028
2391,120,14957371,1037.3,L,982.4,485.4,19,1.31,518.6,14957389
2392,50,14957674,1055.8,L,1042.9,507.5,15,0.6,533.5,14957688
2393,56,14958070,1085.1,L,1064.3,527.2,9,0.46,536,14958078
2394,73,14958910,1056.4,L,1082.1,531.3,18,0.54,537.6,14958927
2395,193,14959122,936.1,L,1066.4,525.5,26,2.67,539.8,14959147
2396,69,14959906,947.3,L,967.4,543.9,18,0.43,538.2,14959923
2397,376,14960295,523.1,L,953.5,528.8,45,8.67,550.5,14960339
2398,155,14960604,428.9,L,524.7,552.2,22,1.93,569.8,14960625
2399,525,14960801,1335,L,435.4,575.3,58,17.91,502.6,14960858
2400,189,14961085,1410.9,L,1336.4,500.6,25,2.19,422.3,14961109
2401,254,14961739,1121.3,L,1389.6,421.6,44,5.45,454.4,14961782
2402,233,14962031,956.1,L,1109.5,456.8,25,3.21,492.7,14962055
2403,189,14962346,797.9,L,917.3,494.7,24,2.47,517.2,14962369
2404,1165,14962904,720,L,802.6,534.3,194,1.91,489.1,14963097
2405,243,14963162,939.4,L,744.7,465.1,29,3.98,483.7,14963190
2406,114,14963665,935,L,989.9,483.9,21,1.12,484.8,14963685
2407,50,14963974,942.1,L,924.8,479.8,7,0.36,482.1,14963980
2408,64,14964248,983.9,L,955.5,471.1,11,0.59,476.7,14964258
2409,120,14965185,896.9,L,949.7,495.6,22,1.08,494.7,14965206
2410,98,14965707,959.6,L,905.4,490.5,18,1.13,501.4,14965724
2411,103,14965990,924.7,L,952.8,496.6,20,1.33,555,14966009
2412,57,14966289,956.8,L,932.1,553.6,10,0.51,557.9,14966298
2413,115,14966575,907.4,L,960.9,546.6,22,1.1,539.7,14966596
2414,72,14966842,951,L,915.1,534.1,14,0.74,540.1,14966855
2415,210,14967120,643,L,947.2,537.8,45,6.19,508,14967164
2416,188,14967325,538.4,L,649.7,516.3,24,2.36,478.7,14967348
2417,500,14967501,1364.7,L,545.8,482.6,56,16.35,503.6,14967556
2418,54,14968360,1351.8,L,1335.8,503.3,15,0.5,522.2,14968374
2419,241,14968938,1104,L,1332.7,526.5,41,4.62,546.3,14968978
2420,179,14969289,994.8,L,1100,547.4,22,2.14,547.2,14969310
2421,133,14971805,895.4,L,961.9,538.4,19,1.36,544.2,14971823
2422,58,14973677,920.6,L,933.3,546.1,19,0.33,536,14973695
2423,347,14973970,451.2,L,926.6,535.1,47,9.57,493.8,14974016
2424,125,14974345,473.2,L,455.2,496.7,21,1.77,411.9,14974365
2425,513,14974493,1380.9,L,478.9,398.7,59,18.03,479.5,14974551
2426,180,14974842,1480.7,L,1372,476.7,24,2.17,486.7,14974865
2427,96,14975122,1442.5,L,1490,483.7,16,1.04,461.3,14975137
2428,541,14975549,474.2,L,1445,454.1,60,19.24,489.7,14975608
2429,173,14976340,618.4,L,492.2,487.8,26,2.55,506.5,14976365
2430,225,14976620,852.7,L,662.3,495.8,31,3.86,505.9,14976650
2431,504,14976672,1047.4,L,898.2,520.6,194,3.05,536.3,14976865
2432,58,14977673,1080.9,L,1056.6,491.6,12,0.59,507.4,14977684
2433,268,14978018,858.5,L,1080.9,517.6,40,4.54,500.5,14978057
2434,170,14978581,964.4,L,862.8,488.3,23,2.21,526.4,14978603
2435,43,14979397,961.8,L,965.5,518.1,16,0.15,524.5,14979412
2436,133,14979688,911.4,L,959.6,514.9,23,1.01,525.9,14979710
2437,81,14980136,973.9,L,921.1,527.5,17,1.11,541.5,14980152
2438,153,14980358,902.7,L,973.8,537.4,25,1.45,534.7,14980382
2439,48,14980726,949.5,L,930.6,539.8,12,0.52,556.9,14980737
2440,414,14980844,418.1,L,949.3,555.7,48,10.75,479.4,14980891
2441,523,14981142,1395.4,L,437.2,504.7,60,19,486.7,14981201
2442,324,14981957,892.7,L,1373.8,480.7,62,10.41,669.5,14982018
2443,82,14982212,957.6,L,904.3,661.9,18,1.09,667.7,14982229
2444,124,14982544,925.2,L,984.2,661.1,38,3.04,524.7,14982581
2445,178,14982710,1041.5,L,932.9,534.6,23,2.22,523.7,14982732
2446,181,14983122,938.8,L,1041.3,519.5,24,2.09,525.7,14983145
2447,139,14983980,1009.6,L,952.1,527.1,22,1.21,540.9,14984001
2448,171,14984739,902.8,L,990.3,532.8,26,1.78,536.6,14984764
2449,136,14985491,1009.5,L,921.4,543.2,22,1.8,552.5,14985512
2450,172,14986271,906.1,L,1005.3,554.6,22,2.02,557.5,14986292
2451,92,14987325,905.1,L,927.9,545.9,22,0.59,528,14987346
2452,269,14987670,457.1,L,901.4,529.6,50,9.02,461.5,14987719
2453,511,14987915,1348,L,471.6,470,67,17.46,467.9,14987981
2454,554,14988259,415.6,L,1360.8,471.1,67,18.76,443,14988325
2455,1881,14988899,1034.4,L,410.7,441.9,244,12.51,465.8,14989142
2456,660,14989600,1040.4,L,1068.9,499.8,186,1,539.2,14989785
2457,284,14990963,792,L,1036.9,531,39,5.05,492.6,14991001
2458,292,14991370,177.7,L,794.6,492.2,67,12.23,406.3,14991436
2459,207,14991744,-19.8,L,191.9,415.8,42,4.83,274.7,14991785
2460,108,14992049,51.2,L,-11.3,276.3,18,1.15,270.9,14992066
2461,382,14992686,885.8,L,41.7,279.9,97,16.51,376.6,14992782
2462,95,14993202,899.9,L,880.7,387.8,23,1.31,448,14993224
2463,197,14993386,899.8,L,908.5,441.8,26,2.61,568.1,14993411
2464,38,14993701,898.5,L,907.7,567.9,7,0.25,559.7,14993707
2465,1185,14993821,931.7,L,910.2,579.2,93,0.59,560.1,14993913
2466,49,14994194,917.2,L,933,524.1,9,0.39,534.6,14994202
2467,354,14995187,537,L,916.6,532.8,42,7.67,502,14995228
2468,489,14995566,1429.4,L,539.4,508.5,59,17.71,477,14995624
2469,406,14996527,805.6,L,1401.1,472.2,57,12.01,438.6,14996583
2470,212,14996842,927.7,L,809.2,447,24,2.58,490.6,14996865
2471,95,14997163,919.9,L,945.9,479.8,21,0.75,505.8,14997183
2472,71,14997614,960.3,L,925.1,515.8,18,0.89,541,14997631
2473,72,14998035,937,L,952.3,530.3,20,0.32,527.3,14998054
2474,125,14998714,911.6,L,962.7,524.5,22,1.05,531.3,14998735
2475,147,14998995,1002.5,L,915.2,530.2,22,1.78,534.6,14999016
2476,88,14999357,967.7,L,996.2,521.5,22,0.59,526.4,14999378
2477,102,14999783,956.5,L,959.1,526.1,28,0.18,517.8,14999810
2478,70,15000828,944,L,961.7,522.4,18,0.39,529.5,15000845
2479,91,15001035,912.5,L,942.8,529.6,21,0.65,539,15001055
2480,292,15002031,530.8,L,930.9,531.1,44,8.07,512.3,15002074
2481,390,15002346,1250.2,L,536.5,523.7,57,14.35,475.2,15002402
2482,127,15002680,1285.4,L,1255.8,475.1,23,1.55,545,15002702
2483,1182,15003518,286.4,L,1265.5,540.9,267,19.28,524.2,15003784
2484,1364,15003993,978.2,L,335.4,539.9,251,12.81,593.8,15004243
2485,263,15004724,1204.6,L,977.8,563.7,40,4.6,563,15004763
2486,133,15005004,1273.4,L,1190.7,562.9,21,1.67,557.3,15005024
2487,134,15005349,1412.1,L,1296,542.5,37,2.55,594.5,15005385
2488,177,15005739,1294.9,L,1388.1,593.5,21,1.9,612.8,15005759
2489,235,15006013,1391.7,L,1284.6,619.1,36,4.79,833.8,15006048
2490,343,15006249,870.7,L,1389.4,829.8,68,14.16,353.9,15006316
2491,84,15007595,890.9,L,853,395.8,16,0.81,407.9,15007610
2492,212,15007769,905.2,L,881.7,400.5,29,3.18,552.5,15007797
2493,35,15008725,948.5,L,940.7,549.2,6,0.21,555.9,15008730
2494,349,15008885,514.7,L,950.5,553.4,49,8.81,514,15008933
2495,504,15009271,1424.6,L,528.9,519,60,17.81,495.8,15009330
2496,177,15009609,1552.4,L,1423.4,497.1,26,2.61,528.2,15009634
2497,584,15009933,500.6,L,1547.3,532.3,62,20.58,539.4,15009994
2498,261,15011866,1201,L,507.6,546.4,77,13.93,496.8,15011942
2499,282,15012828,912.6,L,1186,503.8,45,5.55,497.3,15012872
2500,178,15013103,1032.3,L,917.3,498.7,24,2.37,515.2,15013126
2501,150,15013549,980.3,L,1043.7,504.7,24,1.43,534.3,15013572
2502,130,15013843,1049.3,L,981.3,527.1,19,1.39,533.9,15013861
2503,111,15014440,1155.5,L,1061.9,517.2,30,1.91,506.9,15014469
2504,343,15014616,915.2,L,1146.7,505.2,40,4.72,521.5,15014655
2505,79,15014854,939.2,L,902.2,533.3,14,0.78,542.8,15014867
2506,153,15015573,858.2,L,942.9,545.6,20,1.75,559.1,15015592
2507,364,15015769,445.8,L,850.5,547.4,43,8.09,545.5,15015811
2508,115,15016018,443.1,L,457.4,555.8,24,1.74,471,15016041
2509,531,15016163,1376,L,441.2,474.6,58,18.55,461.7,15016220
2510,113,15016962,1421.5,L,1361,468.9,17,1.24,482.8,15016978
2511,190,15017167,1300.9,L,1417.4,486.7,23,2.4,515.3,15017189
2512,98,15017440,1227.3,L,1265.6,515,20,0.98,544.5,15017459
2513,272,15017739,957.4,L,1226.1,541.3,44,5.45,546.2,15017782
2514,117,15018270,1027.9,L,967.7,537.9,17,1.26,523.4,15018286
2515,174,15019007,929.6,L,1031.2,502,24,2.08,513.7,15019030
2516,245,15020171,1131.9,L,917,498.5,34,4.37,501.9,15020204
2517,277,15021240,901.7,L,1077.5,498.4,26,3.61,520,15021265
2518,1145,15021591,821.2,L,909.6,556.7,136,2.03,602.7,15021726
2519,174,15022007,954.4,L,843.6,541.1,24,2.27,551.9,15022030
